Royal Academy of Fine Arts	Willis Seaver Adams	Willis Seaver Adams (1842--1921) was a landscape painter who studied under James Abbott McNeill Whistler. He studied at the Royal Academy of Fine Arts in Antwerp, Belgium and was part of the Tonalism movement, which took place in the late 19th century.	 (1842--1921) was a landscape painter who studied under James Abbott McNeill Whistler. He studied at the 	yes
Northwestern University	Cindy Marano	Cindy Marano was born in Philadelphia in 1947. Her family moved frequently due to her father's work, and she attended nine different schools before she graduated high school. She was inspired by her 8th grade teacher and joined the Peace Corps in the 1960s, serving for two years in Ecuador. The work she did in Ecuador with poor women and children affected her deeply, and she would go on to establish a distribution network for the hand-woven goods the women made. She attended Northwestern University for two years. She went on to join the Peace Corps and served two years in Ecuador. She went on to George Mason University where she graduated in 1972 with a degree in English. At the time of her death in 2005 from adenoid cystic carcinoma she lived in Oakland, California.	 was born in Philadelphia in 1947. Her family moved frequently due to her father's work, and she attended nine different schools before she graduated high school. She was inspired by her 8th grade teacher and joined the Peace Corps in the 1960s, serving for two years in Ecuador. The work she did in Ecuador with poor women and children affected her deeply, and she would go on to establish a distribution network for the hand-woven goods the women made. She attended 	yes
University of Newcastle	Yahoo Serious	Yahoo Serious received an honorary doctorate from the University of Newcastle in 1996.	 received an honorary doctorate from the 	no
Milan Conservatory	Teresa Rampazzi	Teresa Rampazzi was born in Vicenza, Italy, and studied piano as a child, then continued her studies at the Milan Conservatory and graduated with a diploma in composition. She lived for a while in Verona, and in 1956 moved with her husband to Padua where she became a member of the Trio Bartók and the Circolo Pozzetto music ensembles.	 was born in Vicenza, Italy, and studied piano as a child, then continued her studies at the 	no
Rugby School	Dawson Turner	Dawson Palgrave Turner was born on 15 December 1846 in Calcutta, India. He was the son of Gurney Turner (1813 to 1848) and Mary Anne Hamilton Mowatt. His paternal grandfather, after whom he was named, was Dawson Turner (1775 to 1858) the banker and botanist, and he got his middle name from his paternal grandmother, Mary Palgrave (1774--1850). He attended Rugby School	 (1775 to 1858) the banker and botanist, and he got his middle name from his paternal grandmother, Mary Palgrave (1774--1850). He attended 	yes
University of Belgrade	Bujar Bukoshi	Bujar Bukoshi (Serbo-Croat: Bujar Bukoši) (born 13 May 1947 in Suva Reka, Yugoslavia) was the Minister of Healthcare in Kosovo in the first government of Hashim Thaci. Previously, he served as Prime Minister of Kosovo within the self-proclaimed Republic of Kosova from 1991 to 2000. He graduated from the University of Belgrade's Medical School.	 (Serbo-Croat: Bujar Bukoši) (born 13 May 1947 in Suva Reka, Yugoslavia) was the Minister of Healthcare in Kosovo in the first government of Hashim Thaci. Previously, he served as Prime Minister of Kosovo within the self-proclaimed Republic of Kosova from 1991 to 2000. He graduated from the 	yes
Yale University	Edward G. Janeway	Theodore C. Janeway was born in New York City, the son of Edward G. Janeway, M.D. He received his A.B. in 1892 from Yale University and his M.D. in 1895 from the College of Physicians and Surgeons of Columbia University. After interning, he served on the staff of City Hospital and St. Luke's Hospital in New York and was a faculty member at New York University and Bellevue Medical College and at the College of Physicians and Surgeons.	, M.D. He received his A.B. in 1892 from 	no
Berklee College of Music	Allen Hulsey	Muj is a music duo from New York City formed in 2008, by members Allen Hulsey (born in Rochester, NY on February 8, 1985) and Emre Atabay (born in Istanbul, Turkey January 15, 1986). Muj songs span a wide variety of genres including pop, rock, dance, electronica, trip-hop and acoustic. Muj has been a semi-finalist in a talent search from MTV named Music Universe Contest for their song ``Elastic'' from album 2012. This album was given rave reviews by a number of critics. Muj also won ``Clash of the artists'' event organized by Art for Progress, for live music. Both Allen and Emry have graduated from Berklee College of Music.	 (born in Rochester, NY on February 8, 1985) and Emre Atabay (born in Istanbul, Turkey January 15, 1986). Muj songs span a wide variety of genres including pop, rock, dance, electronica, trip-hop and acoustic. Muj has been a semi-finalist in a talent search from MTV named Music Universe Contest for their song ``Elastic'' from album 2012. This album was given rave reviews by a number of critics. Muj also won ``Clash of the artists'' event organized by Art for Progress, for live music. Both Allen and Emry have graduated from 	yes
Schulich School of Business	Kim Parlee	Kim Parlee (born 1970) is an anchor and host of SqueezePlay at BNN: Business News Network (previously Report on Business Television) and formerly anchor of Stars and Dogs, After Hours and Talking Tax. Since starting with the channel in 2001, she has worked in a number of capacities including anchor, markets editor and technology reporter. Prior to ROBTV/BNN, Parlee worked with CBC Newsworld, worked in strategy and finance with a number of blue chip companies in Canada and abroad, and taught marketing at Dalhousie University. Parlee holds an International MBA from the Schulich School of Business and a commerce degree from the University of Guelph.	 (born 1970) is an anchor and host of SqueezePlay at BNN: Business News Network (previously Report on Business Television) and formerly anchor of Stars and Dogs, After Hours and Talking Tax. Since starting with the channel in 2001, she has worked in a number of capacities including anchor, markets editor and technology reporter. Prior to ROBTV/BNN, Parlee worked with CBC Newsworld, worked in strategy and finance with a number of blue chip companies in Canada and abroad, and taught marketing at Dalhousie University. Parlee holds an International MBA from the 	no
University of Southern California	Christy Hui	Christy Hui is the creator of Xiaolin Showdown. Han Chinese, she grew up in China and moved to the United States. She currently lives in California. She received her MBA from the University of Southern California, and worked for companies including Sony Pictures and DirecTV. In Xiaolin Showdown, which was produced by Warner Brothers Animation, she has a Shen Gong Wu named after her, the Fountain of Hui (however ``Hui'' also means ``knowledge'' in Chinese). This Emmy-award winning show ran for fifty-two episodes, and aired on both KidsWB and Cartoon Network. She also recently created a girl-oriented TV project called Hulala Girls which also features an interactive online community with a green message. KidScreen Magazine recently reviewed this project. The site aims to deliver green messages to kids through fun and games.	 is the creator of Xiaolin Showdown. Han Chinese, she grew up in China and moved to the United States. She currently lives in California. She received her MBA from the 	no
